Waterbody_Name,Fish_Species_Present_at_Waterbody,Number_of_species,Comments,Special_Regulations_on_Waterbody,County,Types_of_Public_Access,Public_Fishing_Access_Owner,Waterbody_Information,Longitude,Latitude,Location
Clear Creek (Arcade),Brown Trout - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.36634128,42.48765211,"(42.487652105, -78.36634128)"
Clear Creek (Arcade),Brown Trout - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.38392005,42.50121811,"(42.501218114, -78.383920052)"
Clear Creek (Arcade),Brown Trout - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.38801236,42.50508629,"(42.505086293, -78.388012364)"
Clear Creek (Arcade),Brown Trout - Rainbow Trout,2,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekarcade.pdf,-78.40302148,42.51972361,"(42.519723612, -78.403021484)"
Skinner Creek,Steelhead - Chinook Salmon,2,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrskinnerck.pdf,-76.08436797,43.70216861,"(43.702168605, -76.084367966)"
Skinner Creek,Steelhead - Chinook Salmon,2,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrskinnerck.pdf,-76.07406142,43.70579317,"(43.705793169, -76.074061415)"
Skinner Creek,Steelhead - Chinook Salmon,2,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrskinnerck.pdf,-76.15941956,43.68683764,"(43.686837638, -76.15941956)"
Tioughnioga River,Smallmouth Bass - Northern Pike - Walleye - Carp,4,None,http://www.dec.ny.gov/outdoor/31439.html,Cortland,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7tiouripfr.pdf,-76.04481688,42.45682468,"(42.45682468, -76.044816877)"
Chenango River,Brown Trout,1,None,http://www.dec.ny.gov/outdoor/31460.html,Madison,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/63442.html,-75.62184817,42.87605881,"(42.876058813, -75.621848174)"
Mill Creek,Brook Trout* - Brown Trout*,2,None,,Warren,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrmillckr5.pdf,-74.00759624,43.57418737,"(43.574187372, -74.007596239)"
North Branch Salmon River,Brook Trout*,1,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement - Battle Hill State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.84776892,43.58742923,"(43.587429226, -75.847768923)"
North Branch Salmon River,Brook Trout*,1,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.86262277,43.60363219,"(43.603632189, -75.862622772)"
North Branch Salmon River,Brook Trout*,1,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.88215116,43.61270933,"(43.612709325, -75.882151157)"
North Branch Salmon River,Brook Trout*,1,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7nbrsalrpfr.pdf,-75.81346381,43.54249006,"(43.542490057, -75.813463809)"
North Branch Saranac River,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-73.90516096,44.58662399,"(44.586623988, -73.905160959)"
North Branch Saranac River,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-73.87523845,44.59269111,"(44.592691113, -73.875238453)"
North Branch Saranac River,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-73.86276418,44.59307845,"(44.59307845, -73.862764184)"
North Branch Saranac River,Brook Trout - Brown Trout*,2,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement - Chazy Highlands Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbsaranac.pdf,-74.01934911,44.5589567,"(44.558956704, -74.01934911)"
Salmon River,Brook Trout - Brown Trout*,2,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrc.pdf,-73.69227869,44.5914446,"(44.591444595, -73.692278685)"
Otselic River,Brown Trout* - Walleye,2,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.75815317,42.68039006,"(42.680390064, -75.758153169)"
Otselic River,Brown Trout* - Walleye,2,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.73787732,42.70360728,"(42.703607277, -75.737877323)"
St. Regis River,Brook Trout - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement - St. Regis River State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrstregis.pdf,-74.55267927,44.68848339,"(44.68848339, -74.552679272)"
Ten Mile Creek,Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31441.html,Dutchess,Shore Fishing - Public Fishing Rights,Public Easement - Wassaic State Multiple Use Area (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrtenmilewassaic.pdf,-73.56537548,41.7710241,"(41.771024096, -73.565375481)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,McKenzie Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.91013699,44.32710475,"(44.327104752, -73.910136985)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,McKenzie Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.90520282,44.33091571,"(44.330915714, -73.905202823)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,McKenzie Mountain Wilderness (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.90006694,44.33523212,"(44.335232119, -73.90006694)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.92045707,44.30379053,"(44.303790534, -73.920457074)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.92577567,44.30149535,"(44.30149535, -73.925775674)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.93042032,44.30025419,"(44.300254186, -73.930420323)"
West Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing,Saranac Lake Wild Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwbausable.pdf,-73.9325319,44.28664273,"(44.286642726, -73.932531901)"
Wiscoy Creek,Brook Trout - Brown Trout,2,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.11892773,42.52771186,"(42.527711863, -78.118927734)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement - Tomannex State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.09671235,42.02147518,"(42.021475182, -75.096712351)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement - Tomannex State Forest (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.10266739,42.01791063,"(42.017910634, -75.102667392)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.00870828,42.07061693,"(42.07061693, -75.008708281)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.03278258,42.03291902,"(42.032919022, -75.032782581)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.05892199,42.03438718,"(42.034387183, -75.058921993)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.06646083,42.03492062,"(42.034920624, -75.066460829)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.16055869,41.99438247,"(41.994382469, -75.160558694)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.13077753,41.99466732,"(41.994667315, -75.130777533)"
East Branch Delaware River (Lower),Brook Trout - Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,5,None,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfreastbranch.pdf,-75.27756285,41.9536112,"(41.953611195, -75.277562847)"
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.41991729,42.11729809,"(42.117298093, -74.419917292)"
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.40198686,42.11905565,"(42.119055648, -74.40198686)"
Black River,Brown Trout* - Steelhead* - Coho Salmon - Chinook Salmon* - Smallmouth Bass - Sunfish - Yellow Perch - Northern Pike - Chain Pickerel - Walleye - Carp - Channel Catfish,12,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/23890.html,-75.92431464,43.98583317,"(43.985833174, -75.92431464)"
Chittenango Creek,Brown Trout*,1,None,http://www.dec.ny.gov/outdoor/31460.html,Madison,Shore Fishing - Public Fishing Rights,Public Easement - Cittenango Falls State Park,http://www.dec.ny.gov/outdoor/71484.html,-75.83698442,42.96923117,"(42.969231168, -75.836984415)"
Genesee River (Upper),Brown Trout* - Rainbow Trout* - Smallmouth Bass,3,None,http://www.dec.ny.gov/outdoor/31494.html,Allegany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/geneseeriver.pdf,-77.90494966,42.02441324,"(42.02441324, -77.90494966)"
Genesee River (Lower),Brown Trout - Steelhead* - Coho Salmon* - Chinook Salmon* - Walleye - Carp,6,None,http://www.dec.ny.gov/outdoor/31420.html,Monroe,Shore Fishing,DEC,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrgeneseriv.pdf,-77.60393768,43.255331,"(43.255331002, -77.603937679)"
Indian River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,9,None,http://www.dec.ny.gov/outdoor/31493.html,Jefferson,Shore Fishing - Boat Launch (Trailer Unimproved),Indian River State Wildlife Management Area (DEC),http://www.dec.ny.gov/outdoor/23866.html,-75.65152308,44.36811029,"(44.368110291, -75.651523083)"
Naples Creek,Brook Trout - Brown Trout - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31417.html,Ontario,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnaplesck.pdf,-77.42172715,42.6030444,"(42.603044395, -77.421727147)"
Naples Creek,Brook Trout - Brown Trout - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31417.html,Ontario,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnaplesck.pdf,-77.45299138,42.59426543,"(42.594265434, -77.452991382)"
Naples Creek,Brook Trout - Brown Trout - Rainbow Trout,3,None,http://www.dec.ny.gov/outdoor/31417.html,Ontario,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnaplesck.pdf,-77.37787658,42.64205235,"(42.642052345, -77.377876579)"
Sandy Creek,Brown Trout* - Steelhead - Coho Salmon - Chinook Salmon,4,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement - Lakeview Wildlife Management Area (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsandyckr6.pdf,-76.17138153,43.75095184,"(43.750951839, -76.171381533)"
Wallkill River,Smallmouth Bass - Walleye - Carp,3,Electric Motors Only.,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/58866.html,-74.09461336,41.75269116,"(41.752691163, -74.094613359)"
Connetquot River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31495.html,Suffolk,Shore Fishing,DEC,,-73.15091644,40.74755307,"(40.747553066, -73.15091644)"
Connetquot River,Brook Trout* - Brown Trout* - Rainbow Trout*,3,None,http://www.dec.ny.gov/outdoor/31495.html,Suffolk,Shore Fishing,DEC,,-73.14537519,40.74768393,"(40.747683934, -73.145375194)"
